red fighter,red fighter initial elo,blue fighter,blue fighter initial elo,date,winner,win_type,red fighter new elo,blue fighter new elo,favorite
Amanda Nunes,2587,Megan Anderson,1709,2021-03-06,Red,submission,2688,1810,Red
Joseph Benavidez,3202,Askar Askarov,1804,2021-03-06,Blue,unanimous,3302,2106,Blue
Song Yadong,2492,Kyler Phillips,1479,2021-03-06,Blue,unanimous,2592,1780,Red
Dominick Cruz,2614,Casey Kenney,2367,2021-03-06,Red,split,2715,2468,Blue
Thiago Santos,3292,Aleksandar Rakic,2640,2021-03-06,Blue,unanimous,3392,2742,Blue
Islam Makhachev,2462,Drew Dober,2442,2021-03-06,Red,submission,2564,2542,Red
Petr Yan,2553,Aljamain Sterling,3331,2021-03-06,Blue,dq,2654,3432,Red
Jan Blachowicz,3058,Israel Adesanya,3062,2021-03-06,Red,unanimous,3160,3162,Blue
Alexis Davis,2305,Sabina Mazo,1863,2021-02-27,Red,unanimous,2406,1964,Blue
Dustin Jacoby,1460,Maxim Grishin,1726,2021-02-27,Red,unanimous,1726,1662,Red
Vince Cachero,982,Ronnie Lawrence,1000,2021-02-27,Blue,knockout,826,1358,Blue
Alexander Hernandez,2637,Thiago Moises,1890,2021-02-27,Blue,unanimous,2737,1992,Red
Alex Caceres,2899,Kevin Croom,1402,2021-02-27,Red,unanimous,3000,1503,Red
Pedro Munhoz,2711,Jimmie Rivera,2967,2021-02-27,Red,unanimous,2813,3067,Blue
Nikita Krylov,2418,Magomed Ankalaev,1943,2021-02-27,Blue,unanimous,2518,2045,Blue
Jairzinho Rozenstruik,2905,Ciryl Gane,2069,2021-02-27,Blue,unanimous,3005,2171,Blue
Eddie Wineland,2727,John Castaneda,1101,2021-02-20,Blue,knockout,2826,1744,Blue
Serghei Spivac,1940,Jared Vanderaa,1000,2021-02-20,Red,knockout,2041,1099,Red
Aiemann Zahabi,1180,Drako Rodriguez,1000,2021-02-20,Red,knockout,1376,959,Blue
Shana Dobson,1122,Casey O'Neill,1000,2021-02-20,Blue,knockout,1222,1463,Blue
Nate Landwehr,1232,Julian Erosa,1116,2021-02-20,Blue,knockout,1094,1218,Even
Jared Gordon,2110,Danny Chavez,1226,2021-02-20,Red,unanimous,2211,1325,Blue
Andrei Arlovski,4005,Tom Aspinall,1742,2021-02-20,Blue,submission,4104,2205,Blue
Phil Hawes,1000,Nassourdine Imavov,1252,2021-02-20,Red,split,1345,1109,Red
Aleksei Oleinik,2911,Chris Daukaus,1744,2021-02-20,Blue,knockout,3010,2206,Blue
Charles Rosa,1849,Darrick Minner,1395,2021-02-20,Blue,unanimous,1949,1683,Red
Ketlen Vieira,2323,Yana Kunitskaya,1771,2021-02-20,Blue,unanimous,2423,1873,Red
Curtis Blaydes,2668,Derrick Lewis,3350,2021-02-20,Blue,knockout,2769,3451,Red
Rodolfo Vieira,1816,Anthony Hernandez,1464,2021-02-13,Blue,submission,1597,1885,Red
Gabe Green,1094,Philip Rowe,1000,2021-02-13,Red,unanimous,1306,990,Red
Andre Ewell,1821,Chris Gutierrez,1718,2021-02-13,Blue,unanimous,1921,1820,Blue
Polyana Viana,1204,Mallory Martin,1978,2021-02-13,Red,submission,1307,1721,Blue
Belal Muhammad,2471,Dhiego Lima,1742,2021-02-13,Red,unanimous,2572,1843,Red
Ricky Simon,2274,Brian Kelleher,2768,2021-02-13,Red,unanimous,2376,2868,Red
Maki Pitolo,1429,Julian Marquez,1347,2021-02-13,Blue,submission,1529,1671,Blue
Kelvin Gastelum,3459,Ian Heinisch,2097,2021-02-13,Red,unanimous,3560,2198,Red
Maycee Barber,1987,Alexa Grasso,1883,2021-02-13,Blue,unanimous,2087,1985,Even
Kamaru Usman,3080,Gilbert Burns,2778,2021-02-13,Red,knockout,3181,2879,Red
Mike Rodriguez,1795,Danilo Marques,1228,2021-02-06,Blue,submission,1894,1851,Red
SeungWoo Choi,1000,Youssef Zalal,1412,2021-02-06,Red,unanimous,1376,1329,Blue
Molly McCann,1679,Lara Procopio,950,2021-02-06,Blue,unanimous,1779,1348,Red
Michael Johnson,3389,Clay Guida,3476,2021-02-06,Blue,unanimous,3490,3577,Red
Diego Ferreira,2707,Beneil Dariush,3329,2021-02-06,Blue,split,2808,3430,Red
Alexandre Pantoja,2747,Manel Kape,1000,2021-02-06,Red,unanimous,2848,1101,Red
Cory Sandhagen,2713,Frankie Edgar,3260,2021-02-06,Red,knockout,2816,3359,Red
Alistair Overeem,3368,Alexander Volkov,3000,2021-02-06,Blue,knockout,3467,3103,Blue
Brad Tavares,3050,Antonio Carlos Junior,2185,2021-01-23,Red,unanimous,3151,2286,Red
Amir Albazi,1372,Zhalgas Zhumagulov,1000,2021-01-23,Red,unanimous,1505,1069,Blue
Nik Lentz,3472,Movsar Evloev,1835,2021-01-23,Blue,split,3572,2137,Blue
Khalil Rountree Jr.,1873,Marcin Prachnio,896,2021-01-23,Blue,unanimous,1973,1197,Red
Julianna Pena,2343,Sara McMann,2110,2021-01-23,Red,submission,2444,2211,Blue
Jessica Eye,2433,Joanne Calderwood,2290,2021-01-23,Blue,unanimous,2533,2392,Blue
Marina Rodriguez,1832,Amanda Ribas,2321,2021-01-23,Red,knockout,2274,2420,Blue
Dustin Poirier,3772,Conor McGregor,3415,2021-01-23,Red,knockout,3873,3516,Blue
Dan Hooker,2879,Michael Chandler,1000,2021-01-23,Blue,knockout,2978,1643,Red
Andrew Sanchez,1681,Makhmud Muradov,2041,2021-01-23,Blue,knockout,1782,2182,Blue
Ricky Simon,2173,Gaetano Pirrello,1000,2021-01-20,Red,submission,2274,1100,Red
Victoria Leonardo,1000,Manon Fiorot,1000,2021-01-20,Blue,knockout,830,1372,Blue
Mike Davis,1465,Mason Jones,1000,2021-01-20,Blue,unanimous,1378,1383,Red
Francisco Figueiredo,1000,Jerome Rivera,1022,2021-01-20,Red,unanimous,1261,963,Red
Dalcha Lungiambula,1322,Markus Perez,1646,2021-01-20,Red,unanimous,1597,1746,Red
Su Mudaerji,1601,Zarrukh Adashev,870,2021-01-20,Red,unanimous,1705,967,Red
Umar Nurmagomedov,1000,Sergey Morozov,1000,2021-01-20,Red,submission,1372,830,Red
Omari Akhmedov,2907,Tom Breese,2333,2021-01-20,Red,submission,3008,2434,Blue
Matt Schnell,1885,Tyson Nam,1461,2021-01-20,Red,split,1986,1562,Blue
Roxanne Modafferi,1801,Viviane Araujo,2204,2021-01-20,Blue,unanimous,1902,2305,Blue
Ike Villanueva,853,Vinicius Moreira,1026,2021-01-20,Red,knockout,1218,863,Red
Warlley Alves,2880,Mounir Lazzez,1400,2021-01-20,Red,knockout,2981,1501,Blue
Michael Chiesa,2584,Neil Magny,3326,2021-01-20,Red,unanimous,2686,3426,Blue
Lerone Murphy,1640,Douglas Silva de Andrade,1993,2021-01-20,Red,unanimous,2007,2093,Red
Wu Yanan,1283,Joselyne Edwards,1000,2021-01-16,Blue,unanimous,1216,1353,Even
Jacob Kilburn,830,Austin Lingo,950,2021-01-16,Blue,unanimous,831,1151,Blue
Sarah Moras,1959,Vanessa Melo,1069,2021-01-16,Blue,unanimous,2059,1370,Red
David Zawada,1385,Ramazan Emeev,1901,2021-01-16,Blue,split,1476,2002,Blue
Carlos Felipe,1445,Justin Tafa,1419,2021-01-16,Red,split,1639,1427,Red
Punahele Soriano,1572,Dusko Todorovic,1369,2021-01-16,Red,knockout,1801,1342,Blue
Joaquin Buckley,1839,Alessio Di Chirico,2161,2021-01-16,Blue,knockout,1891,2262,Red
Santiago Ponzinibbio,2340,Li Jingliang,2142,2021-01-16,Blue,knockout,2440,2244,Red
Carlos Condit,3078,Matt Brown,2827,2021-01-16,Red,unanimous,3179,2928,Red
Max Holloway,3615,Calvin Kattar,2542,2021-01-16,Red,unanimous,3716,2643,Red
Anthony Pettis,3879,Alex Morono,2697,2020-12-19,Red,unanimous,3980,2798,Red
Christos Giagos,1767,Carlton Minus,950,2020-12-19,Red,unanimous,1868,1048,Red
Jimmy Flick,1000,Cody Durden,1000,2020-12-19,Red,submission,1372,830,Red
Gillian Robertson,1842,Taila Santos,1453,2020-12-19,Blue,unanimous,1942,1736,Red
Sijara Eubanks,2001,Pannie Kianzad,1451,2020-12-19,Blue,unanimous,2101,1553,Red
Tafon Nchukwi,1000,Jamie Pickett,1000,2020-12-19,Red,unanimous,1252,950,Red
Marcin Tybura,2927,Greg Hardy,1656,2020-12-19,Red,knockout,3028,1757,Even
Michel Pereira,1694,Khaos Williams,1640,2020-12-19,Red,unanimous,1795,1614,Blue
Stephen Thompson,2655,Geoff Neal,2646,2020-12-19,Red,unanimous,2756,2747,Blue
Jose Aldo,3262,Marlon Vera,2696,2020-12-19,Red,unanimous,3363,2797,Red
Deron Winn,1531,Antonio Arroyo,950,2020-12-19,Red,unanimous,1639,1041,Blue
Marlon Moraes,2815,Rob Font,2507,2020-12-19,Blue,knockout,2914,2610,Red
Mackenzie Dern,1921,Virna Jandiroba,1316,2020-12-12,Red,unanimous,2022,1411,Red
Kevin Holland,2366,Jacare Souza,3618,2020-12-12,Red,knockout,2469,3717,Red
Junior Dos Santos,3364,Ciryl Gane,1606,2020-12-12,Blue,knockout,3463,2069,Blue
Cub Swanson,3445,Daniel Pineda,1800,2020-12-12,Red,knockout,3546,1901,Blue
Renato Moicano,2581,Rafael Fiziev,1797,2020-12-12,Blue,knockout,2680,2256,Blue
Gavin Tucker,1740,Billy Quarantillo,1759,2020-12-12,Red,unanimous,1842,1754,Blue
Tecia Torres,2479,Sam Hughes,1000,2020-12-12,Red,knockout,2580,1101,Red
Chase Hooper,1595,Peter Barrett,1069,2020-12-12,Red,submission,1713,1145,Red
Tony Ferguson,3088,Charles Oliveira,3691,2020-12-12,Blue,unanimous,3189,3792,Red
Gian Villante,2829,Jake Collier,1713,2020-12-05,Blue,unanimous,2929,1815,Red
Louis Smolka,2826,Jose Quinonez,2138,2020-12-05,Red,knockout,2927,2239,Red
Ilia Topuria,1386,Damon Jackson,1580,2020-12-05,Red,knockout,1895,1408,Red
Matt Wiman,2333,Jordan Leavitt,1000,2020-12-05,Blue,knockout,2432,1643,Blue
Roman Dolidze,1411,John Allan,1000,2020-12-05,Red,split,1538,1075,Red
Gabriel Benitez,2352,Justin Jaynes,1533,2020-12-05,Red,knockout,2453,1631,Red
Ovince Saint Preux,3977,Jamahal Hill,1761,2020-12-05,Blue,knockout,4076,2224,Blue
Jack Hermansson,2644,Marvin Vettori,1959,2020-12-05,Blue,unanimous,2744,2061,Blue
Anthony Smith,2464,Devin Clark,2182,2020-11-28,Red,submission,2565,2283,Red
Miguel Baeza,2002,Takashi Sato,1835,2020-11-28,Red,submission,2203,1836,Red
Josh Parisian,1000,Parker Porter,830,2020-11-28,Blue,unanimous,882,1150,Red
Spike Carlyle,1322,Bill Algeo,1101,2020-11-28,Blue,unanimous,1266,1437,Red
Ashlee Evans-Smith,1708,Norma Dumont,1085,2020-11-28,Blue,unanimous,1808,1479,Red
Jonathan Pearce,1101,Kai Kamaka,1000,2020-11-28,Red,knockout,1396,907,Blue
Martin Day,1092,Anderson Dos Santos,1110,2020-11-28,Blue,submission,1021,1383,Red
Gina Mazany,1331,Rachael Ostovich,1294,2020-11-28,Red,knockout,1433,1233,Red
Su Mudaerji,1492,Malcolm Gordon,830,2020-11-28,Red,knockout,1601,919,Red
Luke Sanders,1812,Nate Maness,1252,2020-11-28,Blue,submission,1911,1874,Red
Kyle Daukaus,1101,Dustin Stoltzfus,1000,2020-11-21,Red,unanimous,1310,993,Red
Alan Jouban,2637,Jared Gooden,1000,2020-11-21,Red,unanimous,2738,1101,Red
Daniel Rodriguez,2046,Nicolas Dalby,1769,2020-11-21,Blue,unanimous,1980,1871,Red
Louis Cosce,1000,Sasha Palatnikov,1000,2020-11-21,Blue,knockout,830,1372,Red
Joaquin Buckley,1656,Jordan Wright,1443,2020-11-21,Red,knockout,1839,1421,Red
Antonina Shevchenko,1782,Ariane Lipski,1562,2020-11-21,Red,knockout,1883,1663,Red
Brandon Moreno,2574,Brandon Royval,2012,2020-11-21,Red,knockout,2675,2099,Red
Mauricio Rua,2794,Paul Craig,1842,2020-11-21,Blue,knockout,2893,1945,Blue
Katlyn Chookagian,2333,Cynthia Calvillo,2075,2020-11-21,Red,unanimous,2434,2176,Blue
Mike Perry,3409,Tim Means,3322,2020-11-21,Blue,unanimous,3509,3424,Red
Valentina Shevchenko,2730,Jennifer Maia,1831,2020-11-21,Red,unanimous,2831,1932,Red
Deiveson Figueiredo,2607,Alex Perez,2168,2020-11-21,Red,submission,2708,2269,Red
Alex Morono,2596,Rhys McKee,1080,2020-11-14,Red,unanimous,2697,1181,Red
Don'Tale Mayes,830,Roque Martinez,830,2020-11-14,Red,unanimous,1082,780,Red
Geraldo de Freitas,1218,Tony Gravely,1099,2020-11-14,Blue,split,1185,1400,Blue
Randa Markos,2414,Kanako Murata,1000,2020-11-14,Blue,unanimous,2514,1402,Blue
Ashley Yoder,1577,Miranda Granger,961,2020-11-14,Red,unanimous,1678,1056,Blue
Brendan Allen,2353,Sean Strickland,2507,2020-11-14,Blue,knockout,2348,2609,Red
Kay Hansen,1372,Cory McKenna,1000,2020-11-14,Blue,unanimous,1204,1370,Red
Abdul Razak Alhassan,1938,Khaos Williams,1000,2020-11-14,Blue,knockout,2037,1640,Red
Paul Felder,3136,Rafael Dos Anjos,3744,2020-11-14,Blue,split,3237,3845,Blue
Alexandr Romanov,1372,Marcos Rogerio de Lima,2719,2020-11-07,Red,submission,2015,2818,Red
Gustavo Lopez,1085,Anthony Birchak,1514,2020-11-07,Red,submission,1686,1613,Red
Max Griffin,2284,Ramiz Brahimaj,1000,2020-11-07,Red,knockout,2385,1101,Red
Darren Elkins,3246,Eduardo Garagorri,1095,2020-11-07,Red,submission,3347,1196,Red
Trevin Giles,2081,Bevon Lewis,1300,2020-11-07,Red,knockout,2182,1397,Blue
Claudia Gadelha,2055,Yan Xiaonan,2050,2020-11-07,Blue,unanimous,2155,2152,Blue
Giga Chikadze,1777,Jamey Simmons,1000,2020-11-07,Red,knockout,1878,1095,Red
Raoni Barcelos,1972,Khalid Taha,1502,2020-11-07,Red,unanimous,2073,1590,Red
Andrei Arlovski,3904,Tanner Boser,1638,2020-11-07,Red,unanimous,4005,1739,Blue
Thiago Santos,3191,Glover Teixeira,3763,2020-11-07,Blue,submission,3292,3864,Red
Uriah Hall,2846,Anderson Silva,2873,2020-10-31,Red,knockout,2948,2973,Red
Bryce Mitchell,1948,Andre Fili,2487,2020-10-31,Red,unanimous,2050,2587,Red
Maurice Greene,1799,Greg Hardy,1554,2020-10-31,Blue,knockout,1899,1656,Blue
Kevin Holland,2265,Charlie Ontiveros,1000,2020-10-31,Red,submission,2366,1101,Red
Bobby Green,3144,Thiago Moises,1788,2020-10-31,Blue,unanimous,3244,1890,Red
Chris Gruetzemacher,1617,Alexander Hernandez,2536,2020-10-31,Blue,knockout,1718,2637,Blue
Adrian Yanez,1000,Victor Rodriguez,1000,2020-10-31,Red,knockout,1372,830,Red
Sean Strickland,2406,Jack Marshman,2022,2020-10-31,Red,unanimous,2507,2123,Red
Cole Williams,1101,Jason Witt,1093,2020-10-31,Blue,submission,925,1471,Blue
Dustin Jacoby,1003,Justin Ledet,1725,2020-10-31,Red,knockout,1460,1824,Red
Miles Johns,1184,Kevin Natividad,1000,2020-10-31,Red,knockout,1378,962,Red
Liana Jojua,1457,Miranda Maverick,1091,2020-10-24,Blue,knockout,1235,1675,Blue
Alex Oliveira,3520,Shavkat Rakhmonov,1000,2020-10-24,Blue,submission,3619,1643,Even
Jacob Malkoun,1000,Phillip Hawes,1000,2020-10-24,Blue,knockout,830,1372,Blue
Joel Alvarez,1843,Alexander Yakovlev,2322,2020-10-24,Red,submission,2284,2421,Red
Stefan Struve,2948,Tai Tuivasa,2304,2020-10-24,Blue,knockout,3047,2407,Even
Nathaniel Wood,2318,Casey Kenney,2265,2020-10-24,Blue,unanimous,2418,2367,Blue
Alexander Volkov,2899,Walt Harris,2081,2020-10-24,Red,knockout,3000,2182,Red
Magomed Ankalaev,1841,Ion Cutelaba,2073,2020-10-24,Red,knockout,1943,2173,Red
Khabib Nurmagomedov,2917,Justin Gaethje,2605,2020-10-24,Red,submission,3018,2706,Red
Robert Whittaker,2714,Jared Cannonier,2297,2020-10-24,Red,unanimous,2815,2398,Even
Lauren Murphy,1751,Liliya Shakirova,1000,2020-10-24,Red,submission,1852,1094,Red
Mateusz Gamrot,1000,Guram Kutateladze,1000,2020-10-17,Blue,split,950,1252,Red
Said Nurmagomedov,1946,Mark Striegl,1000,2020-10-17,Red,knockout,2049,1099,Red
Gadzhimurad Antigulov,1691,Maxim Grishin,1101,2020-10-17,Blue,knockout,1790,1726,Blue
Jamie Mullarkey,950,Fares Ziam,1069,2020-10-17,Blue,unanimous,950,1271,Red
Junyong Park,841,John Phillips,1397,2020-10-17,Red,unanimous,1231,1497,Red
Gillian Robertson,1741,Poliana Botelho,1733,2020-10-17,Red,unanimous,1842,1834,Red
Thomas Almeida,2807,Jonathan Martinez,1793,2020-10-17,Blue,unanimous,2907,1895,Red
Claudio Silva,2348,James Krause,2767,2020-10-17,Blue,unanimous,2449,2868,Blue
Jimmy Crute,2242,Modestas Bukauskas,1372,2020-10-17,Red,knockout,2345,1469,Red
Katlyn Chookagian,2232,Jessica Andrade,2768,2020-10-17,Blue,knockout,2333,2869,Blue
Brian Ortega,3119,Chan Sung Jung,2386,2020-10-17,Red,unanimous,3220,2487,Blue
Chris Daukaus,1372,Rodrigo Nascimento,1372,2020-10-10,Red,knockout,1744,1202,Blue
Bruno Silva,974,Tagir Ulanbekov,1000,2020-10-10,Blue,unanimous,982,1240,Blue
Tracy Cortez,1292,Stephanie Egger,1000,2020-10-10,Red,unanimous,1440,1054,Red
Giga Chikadze,1634,Omar Morales,1402,2020-10-10,Red,unanimous,1777,1440,Blue
Ali AlQaisi,1000,Tony Kelley,1000,2020-10-10,Blue,unanimous,950,1252,Blue
Impa Kasanganay,1388,Joaquin Buckley,1100,2020-10-10,Blue,knockout,1034,1656,Red
Edson Barboza,3666,Makwan Amirkhani,2293,2020-10-10,Red,unanimous,3767,2394,Red
Tom Breese,2232,KB Bhullar,1000,2020-10-10,Red,knockout,2333,1101,Red
Youssef Zalal,1501,Ilia Topuria,1000,2020-10-10,Blue,unanimous,1412,1386,Red
Tom Aspinall,1627,Alan Baudot,1000,2020-10-10,Red,knockout,1742,1087,Red
Markus Perez,1547,Dricus Du Plessis,1000,2020-10-10,Blue,knockout,1646,1621,Blue
Ben Rothwell,2376,Marcin Tybura,2826,2020-10-10,Blue,unanimous,2477,2927,Red
Marlon Moraes,2715,Cory Sandhagen,2611,2020-10-10,Blue,knockout,2815,2713,Blue
Jordan Williams,1000,Nassourdine Imavov,1000,2020-10-03,Blue,unanimous,950,1252,Red
Luigi Vendramini,1101,Jessin Ayari,1298,2020-10-03,Red,knockout,1612,1125,Blue
Casey Kenney,2164,Heili Alateng,1648,2020-10-03,Red,unanimous,2265,1739,Red
Loma Lookboonmee,1465,Jinh Yu Frey,830,2020-10-03,Red,unanimous,1571,923,Red
Carlos Condit,2976,Court McGee,3017,2020-10-03,Red,unanimous,3078,3117,Blue
Kyler Phillips,1294,Cameron Else,1000,2020-10-03,Red,knockout,1479,1017,Red
Germaine de Randamie,1784,Julianna Pena,2244,2020-10-03,Red,submission,1887,2343,Red
Yorgan De Castro,1357,Carlos Felipe,1099,2020-10-03,Blue,unanimous,1294,1445,Red
Dequan Townsend,996,Dusko Todorovic,1000,2020-10-03,Blue,knockout,918,1369,Blue
Holly Holm,2625,Irene Aldana,1974,2020-10-03,Red,unanimous,2726,2075,Red
Khadis Ibragimov,945,Danilo Marques,1000,2020-09-26,Blue,unanimous,961,1228,Red
Brad Riddell,1653,Alex Da Silva,1309,2020-09-26,Red,unanimous,1778,1386,Red
Juan Espino,1372,Jeff Hughes,970,2020-09-26,Red,submission,1522,1038,Red
William Knight,1000,Aleksa Camur,1394,2020-09-26,Red,unanimous,1374,1222,Blue
Shane Young,1745,Ludovit Klein,1000,2020-09-26,Blue,knockout,1489,1635,Blue
Diego Sanchez,2884,Jake Matthews,2881,2020-09-26,Blue,unanimous,2984,2983,Blue
Hakeem Dawodu,1696,Zubaira Tukhugov,1795,2020-09-26,Red,split,1798,1895,Blue
Ketlen Vieira,2222,Sijara Eubanks,1900,2020-09-26,Red,unanimous,2323,2001,Red
Kai Kara-France,1639,Brandon Royval,1642,2020-09-26,Blue,submission,1561,2012,Red
Dominick Reyes,2891,Jan Blachowicz,2956,2020-09-26,Blue,knockout,2991,3058,Red
Israel Adesanya,2960,Paulo Costa,2850,2020-09-26,Red,knockout,3062,2950,Red
Mayra Bueno Silva,1657,Mara Romero Borella,1684,2020-09-19,Red,submission,1953,1784,Red
Tyson Nam,1307,Jerome Rivera,1000,2020-09-19,Red,knockout,1461,1022,Red
Andre Ewell,1720,Irwin Rivera,1302,2020-09-19,Red,split,1821,1386,Red
Journey Newson,1280,Randy Costa,1257,2020-09-19,Blue,knockout,1188,1551,Red
Darrick Minner,1095,TJ Laramie,1000,2020-09-19,Red,submission,1395,902,Blue
Jessica-Rose Clark,1701,Sarah Alpar,1000,2020-09-19,Red,knockout,1802,1092,Red
Khamzat Chimaev,1682,Gerald Meerschaert,2783,2020-09-19,Red,knockout,2144,2882,Red
Mirsad Bektic,2548,Damon Jackson,937,2020-09-19,Blue,submission,2647,1580,Red
Jordan Espinosa,1752,David Dvorak,1269,2020-09-19,Blue,unanimous,1852,1653,Even
Kevin Holland,2164,Darren Stewart,1810,2020-09-19,Red,split,2265,1911,Red
Mackenzie Dern,1818,Randa Markos,2315,2020-09-19,Red,submission,1921,2414,Red
Johnny Walker,2501,Ryan Spann,2539,2020-09-19,Red,knockout,2603,2639,Red
Colby Covington,2610,Tyron Woodley,3230,2020-09-19,Red,knockout,2713,3329,Red
Brok Weaver,1337,Jalin Turner,1454,2020-09-12,Blue,submission,1316,1556,Blue
Bobby Green,3043,Alan Patrick,1969,2020-09-12,Red,unanimous,3144,2070,Red
Roosevelt Roberts,2253,Kevin Croom,1000,2020-09-12,Blue,unknown,2353,1402,Red
Bryan Barberena,2758,Anthony Ivy,830,2020-09-12,Red,unanimous,2859,931,Red
Alexandr Romanov,1000,Roque Martinez,1000,2020-09-12,Red,submission,1372,830,Red
Sabina Mazo,1685,Justine Kish,1459,2020-09-12,Red,submission,1863,1560,Red
Julia Avila,1592,Sijara Eubanks,1799,2020-09-12,Blue,unanimous,1646,1900,Red
Ed Herman,3088,Mike Rodriguez,1694,2020-09-12,Red,submission,3189,1795,Blue
Roxanne Modafferi,1699,Andrea Lee,2044,2020-09-12,Red,unanimous,1801,2144,Blue
Ottman Azaitar,1604,Khama Worthy,2253,2020-09-12,Red,knockout,2234,2001,Blue
Michelle Waterson,2402,Angela Hill,2190,2020-09-12,Red,split,2503,2291,Blue
Billy Quarantillo,1624,Kyle Nelson,1232,2020-09-12,Red,knockout,1759,1299,Red
Andre Muniz,1252,Bartosz Fabinski,1816,2020-09-05,Red,submission,1875,1915,Blue
Cole Smith,1229,Hunter Azure,1490,2020-09-05,Blue,unanimous,1293,1628,Blue
Viviane Araujo,2035,Montana De La Rosa,1919,2020-09-05,Red,unanimous,2204,2020,Red
Michel Pereira,1550,Zelim Imadaev,1200,2020-09-05,Red,submission,1694,1258,Even
Brian Kelleher,2667,Ray Rodriguez,1000,2020-09-05,Red,submission,2768,1101,Red
Ovince Saint Preux,3876,Alonzo Menifield,1921,2020-09-05,Red,knockout,3977,2022,Blue
Alistair Overeem,3267,Augusto Sakai,2583,2020-09-05,Red,knockout,3368,2684,Red
Alessio Di Chirico,2060,Zak Cummings,2551,2020-08-29,Blue,unanimous,2161,2652,Red
Sean Brady,1746,Christian Aguilera,1372,2020-08-29,Red,submission,1885,1417,Red
Polyana Viana,1102,Emily Whitmire,1231,2020-08-29,Red,submission,1204,1331,Blue
Alex Caceres,2798,Austin Springer,1000,2020-08-29,Red,submission,2899,1101,Red
Mallory Martin,1446,Hannah Cifers,1682,2020-08-29,Red,submission,1978,1782,Red
Ricardo Lamas,3160,Bill Algeo,1000,2020-08-29,Red,unanimous,3261,1101,Red
Ji Yeon Kim,1471,Alexa Grasso,1782,2020-08-29,Blue,unanimous,1572,1883,Blue
Robbie Lawler,3112,Neil Magny,3224,2020-08-29,Blue,submission,3212,3326,Blue
Maki Pitolo,1519,Impa Kasanganay,1000,2020-08-29,Blue,unanimous,1429,1388,Blue
Anthony Smith,2363,Aleksandar Rakic,2539,2020-08-29,Blue,submission,2464,2640,Blue
Amanda Lemos,1578,Mizuki Inoue,1369,2020-08-22,Red,unanimous,1725,1400,Blue
Pedro Munhoz,2610,Frankie Edgar,3159,2020-08-22,Blue,split,2711,3260,Red
Marcin Prachnio,799,Mike Rodriguez,1589,2020-08-22,Blue,knockout,896,1694,Blue
Mariya Agapova,1625,Shana Dobson,1019,2020-08-22,Blue,knockout,1200,1122,Red
Daniel Rodriguez,1751,Dwight Grant,1776,2020-08-22,Red,knockout,2046,1683,Red
Austin Hubbard,1477,Joe Solecki,1402,2020-08-22,Blue,submission,1577,1831,Even
Ike Villanueva,1094,Jordan Wright,1000,2020-08-22,Blue,knockout,853,1443,Blue
Carlton Minus,1000,Matthew Semelsberger,1000,2020-08-22,Blue,unanimous,950,1252,Red
Timur Valiev,1000,Trevin Jones,1000,2020-08-22,Blue,knockout,830,1372,Red
TJ Brown,940,Danny Chavez,1000,2020-08-15,Blue,unanimous,916,1226,Red
Ashley Yoder,1476,Livinha Souza,1538,2020-08-15,Blue,unanimous,1577,1722,Blue
Chris Daukaus,1000,Parker Porter,1000,2020-08-15,Red,knockout,1372,830,Blue
Felice Herrig,2032,Virna Jandiroba,854,2020-08-15,Blue,submission,2131,1316,Blue
Herbert Burns,2014,Daniel Pineda,1697,2020-08-15,Blue,knockout,1803,1800,Red
Jim Miller,4444,Vinc Pichel,2077,2020-08-15,Blue,unanimous,4544,2179,Blue
Junior Dos Santos,3265,Jairzinho Rozenstruik,2802,2020-08-15,Blue,knockout,3364,2905,Blue
Sean O'Malley,2479,Marlon Vera,2594,2020-08-15,Blue,knockout,2579,2696,Red
Stipe Miocic,2939,Daniel Cormier,2990,2020-08-15,Red,unanimous,3041,3090,Blue
John Dodson,2852,Merab Dvalishvili,1596,2020-08-15,Blue,unanimous,2952,1698,Blue
Kevin Holland,2063,Joaquin Buckley,1000,2020-08-08,Red,unknown,2164,1100,Red
Irwin Rivera,1087,Ali Qaisi,1000,2020-08-08,Red,unknown,1302,987,Red
Youssef Zalal,1368,Peter Barrett,1000,2020-08-08,Red,unknown,1501,1069,Red
Gavin Tucker,1500,Justin Jaynes,1640,2020-08-08,Red,unknown,1740,1533,Red
Andrew Sanchez,1580,Wellington Turman,1465,2020-08-08,Red,unknown,1681,1498,Blue
Nasrat Haqparast,2154,Alex Munoz,1000,2020-08-08,Red,unknown,2255,1101,Red
